asset_count,buy_usd,city,closed_asset_count,closed_authoritative_pnl,exit_modes,has_open_or_unresolved,has_transform_events,losing_closed_assets,no_asset_count,open_mark_to_market_cash_pnl,open_or_unresolved_asset_count,sell_usd,transform_asset_count,unit,weather_date,weather_metric,winning_closed_assets,yes_asset_count
1,10.48791956586791,Sao Paulo,1,-10.720615,hold_to_resolution,False,False,1,0,0,0,0.0,0,C,2026-04-01,high,0,1
4,14.359220999919092,Seoul,3,-8.358862,hold_to_resolution|no_public_exit_yet,True,False,3,0,-6.0,1,0.0,0,C,2026-04-01,high,0,4
1,7.182538,Shanghai,0,0,no_public_exit_yet,True,False,0,0,-7.2212,1,0.0,0,C,2026-04-01,high,0,1
2,109.55488060104,Taipei,2,16.963343000000002,mixed_sell_and_resolution,False,False,0,1,0,0,127.37244,0,C,2026-04-01,high,2,1
1,4.25595,Toronto,0,0,no_public_exit_yet,True,False,0,0,-4.6314,1,0.0,0,C,2026-04-01,high,0,1
3,28.956917135479987,Ankara,2,-26.738152999999997,hold_to_resolution|mixed_sell_and_resolution|no_public_exit_yet,True,False,2,0,-3.0247,1,0.26429,0,C,2026-04-02,high,0,3
5,44.948420055877186,Buenos Aires,4,4.758943999999996,hold_to_resolution|mixed_sell_and_resolution|no_public_exit_yet,True,False,3,0,-6.8467,1,44.15198899658222,0,C,2026-04-02,high,1,5
2,29.999,Chengdu,1,-9.7557,mixed_sell_and_resolution|pre_resolution_sell,True,False,1,0,-1.4949,1,1.5671500035880002,0,C,2026-04-02,high,0,2
2,15.99495274809632,Hong Kong,2,32.444100999999996,hold_to_resolution|mixed_sell_and_resolution,False,False,1,0,0,0,48.9368,0,C,2026-04-02,high,1,2
1,10.759753334136299,Moscow,1,13.171769,mixed_sell_and_resolution,False,False,0,1,0,0,24.244619999999998,0,C,2026-04-02,high,1,0
2,8.90328,Paris,1,-2.4,hold_to_resolution|no_public_exit_yet,True,False,1,0,-6.6116,1,0.0,0,C,2026-04-02,high,0,2
2,12.16781409708508,Sao Paulo,0,0,no_public_exit_yet|pre_resolution_sell,True,False,0,1,-8.9256,2,4.013510001044,0,C,2026-04-02,high,0,1
1,18.0795806,Seoul,1,-4.171076,mixed_sell_and_resolution,False,False,1,0,0,0,14.376,0,C,2026-04-02,high,0,1
8,52.21328661190486,Taipei,8,48.688975,hold_to_resolution|mixed_sell_and_resolution,False,False,7,0,0,0,101.77605000022501,0,C,2026-04-02,high,1,8
1,3.9999330000000004,Tel Aviv,0,0,no_public_exit_yet,True,False,0,0,-3.9999,1,0.0,0,C,2026-04-02,high,0,1
4,55.19902498041599,Tokyo,4,193.856164,hold_to_resolution|mixed_sell_and_resolution,False,False,2,1,0,0,250.71825999769302,0,C,2026-04-02,high,2,3
3,16.1050473988198,Toronto,1,-4.635343,hold_to_resolution|no_public_exit_yet,True,False,1,0,-12.109399999999999,2,0.0,0,C,2026-04-02,high,0,3
2,15.196154869507133,Beijing,1,0.1888,mixed_sell_and_resolution|no_public_exit_yet,True,False,1,0,-4.6671,1,10.9183,0,C,2026-04-03,high,0,2
1,21.0,Buenos Aires,1,78.9,mixed_sell_and_resolution,False,False,0,0,0,0,99.9,0,C,2026-04-03,high,1,1
1,21.29797617634322,Busan,1,3.724576,hold_to_resolution,False,False,0,0,0,0,0.0,0,C,2026-04-03,high,1,1
1,5.499084999861728,Hong Kong,0,0,no_public_exit_yet,True,False,0,0,-5.499,1,0.0,0,C,2026-04-03,high,0,1
1,1.2244152,Kuala Lumpur,1,4.039901,mixed_sell_and_resolution,False,False,0,0,0,0,5.31468,0,C,2026-04-03,high,1,1
2,18.111345789700344,Milan,1,28.9037,mixed_sell_and_resolution|no_public_exit_yet,True,False,0,0,-4.927,1,42.577799999999996,0,C,2026-04-03,high,1,2
3,76.49376589216116,Seoul,3,96.36899299999999,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,176.23238199926817,0,C,2026-04-03,high,1,3
3,78.45869846436838,Taipei,3,-14.310165000000005,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,65.6282689994593,0,C,2026-04-03,high,1,3
1,7.645765,Wellington,0,0,no_public_exit_yet,True,False,0,0,-7.6528,1,0.0,0,C,2026-04-03,high,0,1
1,9.883575624999999,Amsterdam,1,11.235226,mixed_sell_and_resolution,False,False,1,0,0,0,21.565500000122,0,C,2026-04-04,high,0,1
1,10.4435344,Beijing,1,-10.941112,hold_to_resolution,False,False,1,0,0,0,0.0,0,C,2026-04-04,high,0,1
3,19.836591000000002,Buenos Aires,1,-8.730732,mixed_sell_and_resolution|no_public_exit_yet,True,False,1,0,-7.2582,2,4.487300001941,0,C,2026-04-04,high,0,3
2,37.673915,Busan,2,20.188643,hold_to_resolution,False,False,1,1,0,0,0.0,0,C,2026-04-04,high,1,1
2,68.3777134620219,Chicago,2,82.04581300000001,mixed_sell_and_resolution,False,False,0,1,0,0,152.41925600000545,0,F,2026-04-04,high,2,1
1,1.0814400000000002,London,1,-1.14072,hold_to_resolution,False,False,1,1,0,0,0.0,0,C,2026-04-04,high,0,0
1,7.45382,Los Angeles,1,-0.911125,mixed_sell_and_resolution,False,False,1,0,0,0,6.810299999015999,0,F,2026-04-04,high,0,1
1,3.5904000000000003,Madrid,0,0,no_public_exit_yet,True,False,0,0,-3.5904,1,0.0,0,C,2026-04-04,high,0,1
2,35.172171067709385,Milan,1,42.720645999999995,mixed_sell_and_resolution|no_public_exit_yet,True,False,0,0,-4.106,1,74.71521000000001,0,C,2026-04-04,high,1,2
2,13.2785554,Moscow,2,-13.659369,hold_to_resolution,False,False,2,1,0,0,0.0,0,C,2026-04-04,high,0,1
4,33.75275915742981,Paris,4,-35.294433,hold_to_resolution,False,False,4,1,0,0,0.0,0,C,2026-04-04,high,0,3
2,9.0944,Sao Paulo,0,0,no_public_exit_yet,True,False,0,0,-9.1508,2,0.0,0,C,2026-04-04,high,0,2
2,13.874546268527151,Seoul,2,-14.500869,hold_to_resolution,False,False,2,0,0,0,0.0,0,C,2026-04-04,high,0,2
1,0.6993,Taipei,0,0,no_public_exit_yet,True,False,0,0,-0.6993,1,0.0,0,C,2026-04-04,high,0,1
2,16.435169294215527,Beijing,2,86.708574,mixed_sell_and_resolution,False,False,1,0,0,0,103.9035880008904,0,C,2026-04-05,high,1,2
1,11.124513887088073,Busan,1,-11.570094,hold_to_resolution,False,False,1,0,0,0,0.0,0,C,2026-04-05,high,0,1
3,36.442883239871755,Hong Kong,3,55.78467500000001,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,92.41359800000006,0,C,2026-04-05,high,1,3
1,8.156826999764306,Milan,0,0,no_public_exit_yet,True,False,0,0,-8.2562,1,0.0,0,C,2026-04-05,high,0,1
1,52.789184000000006,Moscow,1,38.939172,mixed_sell_and_resolution,False,False,0,0,0,0,93.05989800024055,0,C,2026-04-05,high,1,1
3,61.48577334680031,Munich,3,38.206739,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,101.36159799652145,0,C,2026-04-05,high,1,3
1,57.20003963446084,Seoul,1,2.141946,mixed_sell_and_resolution,False,False,1,0,0,0,60.03268999605,0,C,2026-04-05,high,0,1
5,49.539826064822584,Taipei,5,41.40148799999999,mixed_sell_and_resolution,False,False,4,0,0,0,92.52270599128508,0,C,2026-04-05,high,1,5
2,16.482472725416002,Tokyo,0,0,no_public_exit_yet,True,False,0,0,-17.0412,2,0.0,0,C,2026-04-05,high,0,2
4,17.461288,Toronto,2,-4.2,hold_to_resolution|no_public_exit_yet,True,False,2,0,-13.6302,2,0.0,0,C,2026-04-05,high,0,4
1,9.926728,Wuhan,0,0,no_public_exit_yet,True,False,0,0,-10.3115,1,0.0,0,C,2026-04-05,high,0,1
1,4.911816999995407,Atlanta,1,1.827892,mixed_sell_and_resolution,False,False,1,0,0,0,6.739500000006,0,F,2026-04-06,high,0,1
1,19.1947492,Beijing,1,-20.006668,hold_to_resolution,False,False,1,0,0,0,0.0,0,C,2026-04-06,high,0,1
1,0.094347,Buenos Aires,0,0,no_public_exit_yet,True,False,0,1,-0.0943,1,0.0,0,C,2026-04-06,high,0,0
4,17.68162514490046,Busan,3,-10.180463,hold_to_resolution|pre_resolution_sell,True,False,3,0,-4.5969,1,8.31621,0,C,2026-04-06,high,0,4
1,5.17848,Hong Kong,1,1.635986,mixed_sell_and_resolution,False,False,1,0,0,0,6.955200000662,0,C,2026-04-06,high,0,1
1,17.08488385200744,Istanbul,1,-1.098309,mixed_sell_and_resolution,False,False,0,0,0,0,16.5918,0,C,2026-04-06,high,1,1
4,45.42287506794755,London,4,4.121941,hold_to_resolution|mixed_sell_and_resolution,False,False,3,1,0,0,51.455199993581004,0,C,2026-04-06,high,1,3
1,9.575025199999999,Los Angeles,1,5.3606,mixed_sell_and_resolution,False,False,1,0,0,0,15.316,0,F,2026-04-06,high,0,1
2,24.195978569713322,Munich,0,0,no_public_exit_yet|pre_resolution_sell,True,False,0,0,-3.5810999999999997,2,9.561030003278,0,C,2026-04-06,high,0,2
1,15.8256,Paris,1,0.688361,mixed_sell_and_resolution,False,False,1,0,0,0,17.001200000756,0,C,2026-04-06,high,0,1
2,11.6550867231279,Sao Paulo,2,23.126165,mixed_sell_and_resolution,False,False,1,0,0,0,35.340649997211,0,C,2026-04-06,high,1,2
4,25.04114523434296,Seoul,3,-14.313393,hold_to_resolution|pre_resolution_sell,True,False,3,0,-5.736,1,11.9319999995,0,C,2026-04-06,high,0,4
2,12.998900000279509,Toronto,2,-5.889221,mixed_sell_and_resolution,False,False,2,0,0,0,7.108879999608,0,C,2026-04-06,high,0,2
4,24.232151024563954,Warsaw,4,175.303224,hold_to_resolution|mixed_sell_and_resolution,False,False,2,1,0,0,200.52077600010298,0,C,2026-04-06,high,2,3
4,19.990230356105382,Beijing,1,-2.66392,hold_to_resolution|no_public_exit_yet,True,False,1,0,-18.0958,3,0.0,0,C,2026-04-07,high,0,4
4,301.66135729977543,Busan,4,137.768549,hold_to_resolution|mixed_sell_and_resolution,False,False,2,1,0,0,443.08907,0,C,2026-04-07,high,2,3
2,29.8596661258632,Helsinki,1,5.510731000000001,mixed_sell_and_resolution|no_public_exit_yet,True,False,0,1,-3.0879,1,32.998700000465,0,C,2026-04-07,high,1,1
2,16.9116788504354,Hong Kong,2,7.593914000000001,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,25.093799996901,0,C,2026-04-07,high,0,2
4,99.13114550227098,London,4,50.913938,hold_to_resolution|mixed_sell_and_resolution,False,False,3,0,0,0,151.359699993005,0,C,2026-04-07,high,1,4
1,5.4719999999999995,Moscow,1,32.504,mixed_sell_and_resolution,False,False,0,0,0,0,38.239999999999995,0,C,2026-04-07,high,1,1
1,27.729,Munich,1,-16.585126,mixed_sell_and_resolution,False,False,1,0,0,0,12.246,0,C,2026-04-07,high,0,1
1,18.826607999999855,Sao Paulo,1,-19.213687,hold_to_resolution,False,False,1,0,0,0,0.0,0,C,2026-04-07,high,0,1
2,17.231597160650374,Seoul,2,48.568020000000004,hold_to_resolution|mixed_sell_and_resolution,False,False,1,0,0,0,65.91599799825879,0,C,2026-04-07,high,1,2
1,3.8180377982596934,Shenzhen,1,-3.853574,hold_to_resolution,False,False,1,0,0,0,0.0,0,C,2026-04-07,high,0,1
2,145.81451167757243,Taipei,2,137.22864800000002,mixed_sell_and_resolution,False,False,0,1,0,0,286.9097789992501,0,C,2026-04-07,high,2,1
1,17.6135988,Wellington,1,65.694288,mixed_sell_and_resolution,False,False,0,1,0,0,83.61630000000001,0,C,2026-04-07,high,1,0
1,56.19816992644,Ankara,1,30.726711,mixed_sell_and_resolution,False,False,0,0,0,0,88.137,0,C,2026-04-08,high,1,1
4,27.593445852442766,Beijing,3,-17.685513,hold_to_resolution|no_public_exit_yet,True,False,3,0,-11.0572,1,0.0,0,C,2026-04-08,high,0,4
1,9.703925,Busan,0,0,no_public_exit_yet,True,False,0,0,-9.9119,1,0.0,0,C,2026-04-08,high,0,1
3,24.967011347365535,Dallas,2,-15.285466,hold_to_resolution|no_public_exit_yet,True,False,2,0,-10.5447,1,0.0,0,F,2026-04-08,high,0,3
2,55.15307,Hong Kong,2,42.814023,mixed_sell_and_resolution,False,False,1,0,0,0,98.14051,0,C,2026-04-08,high,1,2
2,24.177868799448458,London,1,134.295658,mixed_sell_and_resolution|no_public_exit_yet,True,False,0,0,-9.4925,1,149.29408799997742,0,C,2026-04-08,high,1,2
3,15.019720000000001,Los Angeles,2,31.861000000000004,mixed_sell_and_resolution|no_public_exit_yet,True,False,0,1,-4.0495,1,42.957,0,F,2026-04-08,high,2,2
2,17.566501879420528,Mexico City,0,0,no_public_exit_yet,True,False,0,1,-17.9879,2,0.0,0,C,2026-04-08,high,0,1
2,11.946990234569896,Munich,1,-1.22334,mixed_sell_and_resolution|no_public_exit_yet,True,False,1,0,-0.216,1,11.0304,0,C,2026-04-08,high,0,2
2,8.66761236,Sao Paulo,2,-8.589312000000001,hold_to_resolution,False,False,2,1,0,0,0.0,0,C,2026-04-08,high,0,1
2,32.104510000000005,Seoul,2,-23.759298,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,9.225,0,C,2026-04-08,high,0,2
1,3.9439900000000003,Taipei,1,16.908389,mixed_sell_and_resolution,False,False,0,0,0,0,21.058900004016003,0,C,2026-04-08,high,1,1
2,17.044459441858894,Atlanta,2,10.891616,mixed_sell_and_resolution,False,False,1,0,0,0,28.145200000000003,0,F,2026-04-09,high,1,2
3,25.510392518268688,Busan,3,46.882801,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,72.894739996199,0,C,2026-04-09,high,1,3
1,4.078566338,Istanbul,0,0,no_public_exit_yet,True,False,0,0,-4.2827,1,0.0,0,C,2026-04-09,high,0,1
3,70.36994915792623,Madrid,2,-20.256375,hold_to_resolution|mixed_sell_and_resolution|pre_resolution_sell,True,False,2,0,-5.5436,1,40.30159999999999,0,C,2026-04-09,high,0,3
3,10.879186000534,Moscow,1,17.583391,mixed_sell_and_resolution|no_public_exit_yet,True,False,0,0,-7.396,2,21.066399998892,0,C,2026-04-09,high,1,3
2,12.23271399999999,Munich,1,1.8,mixed_sell_and_resolution|no_public_exit_yet,True,False,0,0,-10.1327,1,3.9000000000000004,0,C,2026-04-09,high,1,2
1,0.9124519200000001,San Francisco,1,-0.933525,hold_to_resolution,False,False,1,0,0,0,0.0,0,F,2026-04-09,high,0,1
1,1.213396411669104,Seoul,0,0,no_public_exit_yet,True,False,0,0,-1.2774,1,0.0,0,C,2026-04-09,high,0,1
1,14.34330319999959,Shanghai,0,0,no_public_exit_yet,True,False,0,0,-14.73,1,0.0,0,C,2026-04-09,high,0,1
5,46.17846077944195,Beijing,3,192.072751,hold_to_resolution|mixed_sell_and_resolution|no_public_exit_yet,True,False,2,1,-18.9047,2,220.57553000167803,0,C,2026-04-10,high,1,4
5,53.06308626775117,Buenos Aires,5,110.31613200000001,hold_to_resolution|mixed_sell_and_resolution,False,False,3,2,0,0,164.70272,0,C,2026-04-10,high,2,3
1,8.754798371045847,Chongqing,1,26.078308,mixed_sell_and_resolution,False,False,0,0,0,0,35.187999999999995,0,C,2026-04-10,high,1,1
2,1.4921992799994401,Madrid,0,0,no_public_exit_yet,True,False,0,0,-1.509,2,0.0,0,C,2026-04-10,high,0,2
6,106.0782094786087,Moscow,6,24.186769,hold_to_resolution|mixed_sell_and_resolution,False,False,4,1,0,0,132.084679996208,0,C,2026-04-10,high,2,5
1,2.9993480000169144,Sao Paulo,0,0,no_public_exit_yet,True,False,0,0,-2.9993,1,0.0,0,C,2026-04-10,high,0,1
4,31.731225823085786,Seoul,4,19.012525000000004,hold_to_resolution|mixed_sell_and_resolution,False,False,3,0,0,0,52.01635000077601,0,C,2026-04-10,high,1,4
1,0.52725,Shanghai,1,0.53892,mixed_sell_and_resolution,False,False,0,0,0,0,1.07892,0,C,2026-04-10,high,1,1
1,0.9401600000000001,Shenzhen,0,0,no_public_exit_yet,True,False,0,0,-0.99,1,0.0,0,C,2026-04-10,high,0,1
1,7.40659959,Taipei,1,-7.578913,hold_to_resolution,False,False,1,0,0,0,0.0,0,C,2026-04-10,high,0,1
1,2.0105834579999997,Atlanta,0,0,no_public_exit_yet,True,False,0,0,-2.1167,1,0.0,0,F,2026-04-11,high,0,1
1,10.0,Beijing,0,0,no_public_exit_yet,True,False,0,0,-10.0,1,0.0,0,C,2026-04-11,high,0,1
1,10.0204305571301,Buenos Aires,1,-0.351791,mixed_sell_and_resolution,False,False,0,0,0,0,9.958600000184,0,C,2026-04-11,high,1,1
2,52.20460599985947,Busan,2,50.890596,hold_to_resolution|mixed_sell_and_resolution,False,False,1,0,0,0,103.094,0,C,2026-04-11,high,1,2
3,39.53496787996274,London,2,145.430094,mixed_sell_and_resolution|no_public_exit_yet,True,False,0,1,-2.6695,1,182.42600799929212,0,C,2026-04-11,high,2,2
2,7.30784503282,Milan,2,-7.728314,hold_to_resolution,False,False,2,1,0,0,0.0,0,C,2026-04-11,high,0,1
3,30.833907351321795,Panama City,2,-1.6773159999999994,mixed_sell_and_resolution|no_public_exit_yet,True,False,2,1,-8.1157,1,22.258000002000003,0,C,2026-04-11,high,0,2
1,4.790082205241528,San Francisco,1,-5.050217,hold_to_resolution,False,False,1,0,0,0,0.0,0,F,2026-04-11,high,0,1
1,13.0,Sao Paulo,1,-13.0,hold_to_resolution,False,False,1,0,0,0,0.0,0,C,2026-04-11,high,0,1
4,73.63398611475799,Seoul,2,-27.96539,hold_to_resolution|no_public_exit_yet|pre_resolution_sell,True,False,2,0,-15.4321,2,22.588399994186,0,C,2026-04-11,high,0,4
1,11.414044150510032,Shanghai,0,0,no_public_exit_yet,True,False,0,0,-11.8156,1,0.0,0,C,2026-04-11,high,0,1
2,55.126423599577436,Tokyo,2,35.128994999999996,hold_to_resolution|mixed_sell_and_resolution,False,False,1,0,0,0,90.82999600066692,0,C,2026-04-11,high,1,2
2,6.761517399928564,Amsterdam,2,8.809812,hold_to_resolution|mixed_sell_and_resolution,False,False,1,0,0,0,15.060499999694997,0,C,2026-04-12,high,1,2
4,15.497960472650345,Beijing,3,38.317364000000005,hold_to_resolution|mixed_sell_and_resolution|no_public_exit_yet,True,False,2,0,-4.7792,1,49.59049999901799,0,C,2026-04-12,high,1,4
4,59.99585746466253,Buenos Aires,4,71.59079299999999,hold_to_resolution|mixed_sell_and_resolution,False,False,2,2,0,0,132.9870940008073,0,C,2026-04-12,high,2,2
2,26.8543218,Cape Town,2,10.67265,hold_to_resolution|mixed_sell_and_resolution,False,False,0,1,0,0,8.0166,0,C,2026-04-12,high,2,1
2,10.233149999550067,Chongqing,2,90.85195,mixed_sell_and_resolution,False,False,0,1,0,0,101.08405,0,C,2026-04-12,high,2,1
1,2.5515,Helsinki,0,0,no_public_exit_yet,True,False,0,0,-2.6257,1,0.0,0,C,2026-04-12,high,0,1
4,49.88035654841214,London,4,-18.084892,hold_to_resolution|mixed_sell_and_resolution,False,False,2,2,0,0,23.478419987712,0,C,2026-04-12,high,2,2
1,2.813825973942846,Madrid,0,0,no_public_exit_yet,True,False,0,0,-2.963,1,0.0,0,C,2026-04-12,high,0,1
3,24.63849582541376,Milan,3,-25.272298,hold_to_resolution,False,False,3,1,0,0,0.0,0,C,2026-04-12,high,0,2
4,29.212051810946345,Moscow,4,-21.015437,hold_to_resolution|mixed_sell_and_resolution,False,False,3,1,0,0,8.58445999945,0,C,2026-04-12,high,1,3
3,15.459672515607679,Munich,3,73.95662,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,89.846,0,C,2026-04-12,high,1,3
3,16.760813995308204,New York City,3,88.169815,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,105.4205,0,F,2026-04-12,high,1,3
1,15.65,Paris,1,34.35,hold_to_resolution,False,False,0,1,0,0,0.0,0,C,2026-04-12,high,1,0
1,5.22,Sao Paulo,1,21.17,mixed_sell_and_resolution,False,False,0,0,0,0,26.39,0,C,2026-04-12,high,1,1
10,314.9782009039852,Seoul,10,106.28960599999998,hold_to_resolution|mixed_sell_and_resolution|transform_affected,False,True,8,2,0,0,380.83261501128544,2,C,2026-04-12,high,2,8
2,18.35600399844209,Shanghai,2,-5.9511330000000005,mixed_sell_and_resolution,False,False,2,0,0,0,12.47569999666,0,C,2026-04-12,high,0,2
2,9.766401541373934,Taipei,2,6.418923,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,16.518109996531003,0,C,2026-04-12,high,0,2
1,20.497428000677928,Tokyo,1,-2.4408109999999996,mixed_sell_and_resolution,False,False,1,0,0,0,18.055099997652,0,C,2026-04-12,high,0,1
3,80.6163436,Warsaw,3,54.352869,hold_to_resolution|mixed_sell_and_resolution,False,False,0,2,0,0,106.54396999959201,0,C,2026-04-12,high,3,1
2,13.998632001488366,Wellington,1,0.0,transform_affected,True,True,0,1,-7.0,1,13.997200000000001,2,C,2026-04-12,high,1,1
1,21.48464,Ankara,1,32.1436,mixed_sell_and_resolution,False,False,0,0,0,0,54.3116,0,C,2026-04-13,high,1,1
1,3.8283282800000005,Beijing,1,-4.027392,hold_to_resolution,False,False,1,1,0,0,0.0,0,C,2026-04-13,high,0,0
2,33.31093158433708,Buenos Aires,1,7.066106,mixed_sell_and_resolution|pre_resolution_sell,True,False,1,0,-1.9254,1,29.347450014672,0,C,2026-04-13,high,0,2
1,0.6214000000000001,Busan,0,0,no_public_exit_yet,True,False,0,0,-0.6214,1,0.0,0,C,2026-04-13,high,0,1
1,12.5,Cape Town,0,0,no_public_exit_yet,True,False,0,0,-12.5,1,0.0,0,C,2026-04-13,high,0,1
1,26.053256964987,Chongqing,1,36.286379,hold_to_resolution,False,False,0,1,0,0,0.0,0,C,2026-04-13,high,1,0
1,14.564612799294874,Istanbul,1,-4.061604,mixed_sell_and_resolution,False,False,1,0,0,0,10.652100003351,0,C,2026-04-13,high,0,1
2,52.5811676998384,London,2,110.67859,mixed_sell_and_resolution,False,False,1,0,0,0,165.55473400008435,0,C,2026-04-13,high,1,2
1,0.9795,Lucknow,0,0,no_public_exit_yet,True,False,0,0,-0.9795,1,0.0,0,C,2026-04-13,high,0,1
1,1.4384909999999551,Madrid,0,0,no_public_exit_yet,True,False,0,0,-1.4384,1,0.0,0,C,2026-04-13,high,0,1
2,67.85787246746506,Milan,2,33.00560099999999,hold_to_resolution|mixed_sell_and_resolution,False,False,1,0,0,0,102.2295,0,C,2026-04-13,high,1,2
1,4.999631,Moscow,1,0.667148,mixed_sell_and_resolution,False,False,1,0,0,0,5.666650000576,0,C,2026-04-13,high,0,1
4,262.850648533585,Seoul,4,63.226205,hold_to_resolution|mixed_sell_and_resolution,False,False,3,0,0,0,336.4143729976,0,C,2026-04-13,high,1,4
1,5.9159999999999995,Taipei,1,87.729622,mixed_sell_and_resolution,False,False,0,0,0,0,93.64399200028355,0,C,2026-04-13,high,1,1
1,10.766764245545712,Ankara,1,13.6963,mixed_sell_and_resolution,False,False,0,0,0,0,24.804,0,C,2026-04-14,high,1,1
1,17.74658791943948,Busan,1,-18.244127,hold_to_resolution,False,False,1,0,0,0,0.0,0,C,2026-04-14,high,0,1
2,46.77880274190221,Cape Town,2,-15.697979,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,33.044800000954,0,C,2026-04-14,high,0,2
1,42.66532297662122,Dallas,1,-9.153855,mixed_sell_and_resolution,False,False,1,0,0,0,34.61600000000001,0,F,2026-04-14,high,0,1
1,2.76643139705408,Helsinki,0,0,no_public_exit_yet,True,False,0,0,-2.8507,1,0.0,0,C,2026-04-14,high,0,1
2,23.850870486315046,Istanbul,1,99.79814,mixed_sell_and_resolution|no_public_exit_yet,True,False,0,0,-16.5681,1,107.88799800000002,0,C,2026-04-14,high,1,2
3,28.64745512112,London,2,25.468044999999996,mixed_sell_and_resolution|no_public_exit_yet,True,False,1,0,-3.098,1,51.952969998888,0,C,2026-04-14,high,1,3
2,64.61982988463421,Lucknow,2,-33.733359,mixed_sell_and_resolution,False,False,2,1,0,0,33.042700006415004,0,C,2026-04-14,high,0,1
1,22.858368000000002,Milan,1,0.0,mixed_sell_and_resolution,False,False,0,0,0,0,23.2832,0,C,2026-04-14,high,1,1
6,59.819674837237024,Moscow,6,-51.618905,hold_to_resolution|mixed_sell_and_resolution,False,False,6,1,0,0,10.56751000098,0,C,2026-04-14,high,0,5
1,2.3170048000000003,Panama City,1,1.10374,mixed_sell_and_resolution,False,False,0,0,0,0,3.45654,0,C,2026-04-14,high,1,1
3,89.84712425747362,Seoul,3,85.319026,mixed_sell_and_resolution,False,False,2,1,0,0,177.80789899506905,0,C,2026-04-14,high,1,2
1,31.3407872,Shanghai,1,-19.702665,mixed_sell_and_resolution,False,False,1,0,0,0,12.545299997839999,0,C,2026-04-14,high,0,1
1,18.747592639727614,Taipei,1,27.732055000000003,mixed_sell_and_resolution,False,False,0,0,0,0,47.062889999999996,0,C,2026-04-14,high,1,1
3,44.16263253885882,Tel Aviv,1,-27.361038,hold_to_resolution|no_public_exit_yet,True,False,1,0,-18.6928,2,0.0,0,C,2026-04-14,high,0,3
1,10.5,Warsaw,0,0,no_public_exit_yet,True,False,0,0,-10.5,1,0.0,0,C,2026-04-14,high,0,1
2,3.988359000296604,Busan,0,0,no_public_exit_yet,True,False,0,0,-4.0078000000000005,2,0.0,0,C,2026-04-15,high,0,2
2,40.995182089426564,Chicago,2,1.8304109999999998,mixed_sell_and_resolution,False,False,1,1,0,0,43.59439999832,0,F,2026-04-15,high,1,1
2,20.649755000607744,London,2,-4.149754,hold_to_resolution|mixed_sell_and_resolution,False,False,2,0,0,0,16.5,0,C,2026-04-15,high,0,2
2,2.7309160459609703,London,1,33.740661,hold_to_resolution|no_public_exit_yet,True,False,0,0,-2.3765,1,0.0,0,C,2026-04-15,low,1,2
2,8.371669705330445,Moscow,2,8.324851,mixed_sell_and_resolution,False,False,1,0,0,0,17.0881,0,C,2026-04-15,high,1,2
2,14.24889,New York City,2,-4.7546610000000005,mixed_sell_and_resolution,False,False,2,0,0,0,10.120640002833001,0,F,2026-04-15,high,0,2
1,2.0643542320144377,New York City,0,0,no_public_exit_yet,True,False,0,0,-2.1672,1,0.0,0,F,2026-04-15,low,0,1
2,30.30211169764,Sao Paulo,2,64.85964799999999,hold_to_resolution|mixed_sell_and_resolution,False,False,1,1,0,0,96.36354,0,C,2026-04-15,high,1,1
3,22.66853004396962,Seoul,2,-10.401267,hold_to_resolution|no_public_exit_yet,True,False,2,0,-13.398,1,0.0,0,C,2026-04-15,high,0,3
6,48.64855573486738,Seoul,4,-2.8167040000000005,hold_to_resolution|mixed_sell_and_resolution|no_public_exit_yet,True,False,3,0,-5.5053,2,41.178039997776,0,C,2026-04-15,low,1,6
1,5.999859,Tel Aviv,0,0,no_public_exit_yet,True,False,0,0,-5.9998,1,0.0,0,C,2026-04-15,high,0,1
3,42.87541149431844,Tokyo,3,-27.485968,hold_to_resolution|mixed_sell_and_resolution,False,False,2,1,0,0,17.0368,0,C,2026-04-15,high,1,2
3,17.983242725000004,Tokyo,1,83.908,mixed_sell_and_resolution|no_public_exit_yet,True,False,0,0,-12.2345,2,90.5825,0,C,2026-04-15,low,1,3
2,73.38440688793393,Ankara,2,-50.602785,mixed_sell_and_resolution,False,False,2,1,0,0,26.844200007372002,0,C,2026-04-16,high,0,1
3,112.78910380462308,Buenos Aires,3,-36.447394,mixed_sell_and_resolution,False,False,1,1,0,0,78.361000003465,0,C,2026-04-16,high,2,2
2,18.962936,Chongqing,2,-19.929972,hold_to_resolution,False,False,2,1,0,0,0.0,0,C,2026-04-16,high,0,1
1,6.21248,Helsinki,1,-0.282064,mixed_sell_and_resolution,False,False,1,0,0,0,6.224200002384001,0,C,2026-04-16,high,0,1
