actual_minus_equal_amount,actual_minus_main_bucket,actual_minus_original_hold,actual_trade_pnl_v2,basket_key,bucket_count,buckets,city,equal_amount_basket_same_input_pnl,equal_payout_basket_same_input_pnl,evaluable,liquidity_limit,main_bucket,main_bucket_only_same_input_pnl,non_simultaneous_fill_limit,not_evaluable_reason,original_shares_hold_to_resolution_pnl,settled_yes_bucket_count,total_input_usd,unit,weather_date,weather_metric,winner_buckets
,,,,Dallas|2026-04-08|high|F,3,,Dallas,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,3,,F,2026-04-08,high,
44.935294923076924,-8.09650315384615,-2.0329070000000016,42.814023,Hong Kong|2026-04-08|high|C,2,25°C|26°C,Hong Kong,-2.1212719230769252,49.15533251351103,True,counterfactual assumes all target shares could be filled at observed weighted average prices,26°C,50.91052615384615,counterfactual ignores that original fills occurred at different times and market states,,44.84693,,55.15307,C,2026-04-08,high,26°C
,,,,London|2026-04-08|high|C,2,,London,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-08,high,
7.486200000000007,-20.162299999999995,-0.06529999999999703,24.075300000000006,Los Angeles|2026-04-08|high|F,2,between 70-71°F|between 72-73°F,Los Angeles,16.5891,21.468247058823533,True,counterfactual assumes all target shares could be filled at observed weighted average prices,between 70-71°F,44.2376,counterfactual ignores that original fills occurred at different times and market states,,24.140600000000003,,11.0594,F,2026-04-08,high,between 70-71°F
10.507650234569896,10.507650234569896,10.507650234569896,-1.43934,Munich|2026-04-08|high|C,2,18°C|19°C,Munich,-11.946990234569896,-11.946990234569896,True,counterfactual assumes all target shares could be filled at observed weighted average prices,18°C,-11.946990234569896,counterfactual ignores that original fills occurred at different times and market states,,-11.946990234569896,,11.946990234569896,C,2026-04-08,high,
,,,,Seoul|2026-04-08|high|C,2,,Seoul,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-08,high,
-3.6277383393612777,-35.19155212058145,-22.06392455814111,10.891616,Atlanta|2026-04-09|high|F,2,between 68-69°F|between 70-71°F,Atlanta,14.519354339361279,41.52537707723715,True,counterfactual assumes all target shares could be filled at observed weighted average prices,between 70-71°F,46.08316812058145,counterfactual ignores that original fills occurred at different times and market states,,32.95554055814111,,17.044459441858894,F,2026-04-09,high,between 70-71°F
,,,,Busan|2026-04-09|high|C,3,,Busan,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,3,,C,2026-04-09,high,
15.953810002278225,15.953810002278225,15.953810002278225,-19.676974,Madrid|2026-04-09|high|C,2,24°C|25°C,Madrid,-35.630784002278226,-35.630784002278226,True,counterfactual assumes all target shares could be filled at observed weighted average prices,25°C,-35.630784002278226,counterfactual ignores that original fills occurred at different times and market states,,-35.630784002278226,,35.630784002278226,C,2026-04-09,high,
-3.1093918895415538,21.066577000533997,-2.1534229994660006,10.187390999999998,Moscow|2026-04-09|high|C,3,1°C|2°C|3°C,Moscow,13.296782889541552,17.016162689788416,True,counterfactual assumes all target shares could be filled at observed weighted average prices,1°C,-10.879186000534,counterfactual ignores that original fills occurred at different times and market states,,12.340813999465999,,10.879186000534,C,2026-04-09,high,3°C
-25.225495523809506,3.9000139999999917,-6.099986000000008,-8.332699999999999,Munich|2026-04-09|high|C,2,14°C|15°C,Munich,16.892795523809507,11.752999586245735,True,counterfactual assumes all target shares could be filled at observed weighted average prices,14°C,-12.23271399999999,counterfactual ignores that original fills occurred at different times and market states,,-2.2327139999999908,,12.23271399999999,C,2026-04-09,high,15°C
-221.24393571843274,220.04798632245314,120.04798632245314,193.570471,Beijing|2026-04-10|high|C,3,27°C|28°C|29°C,Beijing,414.81440671843274,94.97048993706957,True,counterfactual assumes all target shares could be filled at observed weighted average prices,28°C,-26.47751532245315,counterfactual ignores that original fills occurred at different times and market states,,73.52248467754686,,26.47751532245315,C,2026-04-10,high,29°C
36.10541162465222,-76.96884834912063,-5.787785401574922,111.67986400000001,Buenos Aires|2026-04-10|high|C,2,24°C|25°C,Buenos Aires,75.57445237534779,168.3961960188719,True,counterfactual assumes all target shares could be filled at observed weighted average prices,24°C,188.64871234912064,counterfactual ignores that original fills occurred at different times and market states,,117.46764940157493,,37.499807598425065,C,2026-04-10,high,24°C
-0.016800720000559766,-0.016800720000559766,-0.016800720000559766,-1.509,Madrid|2026-04-10|high|C,2,29°C|30°C,Madrid,-1.4921992799994401,-1.4921992799994401,True,counterfactual assumes all target shares could be filled at observed weighted average prices,29°C,-1.4921992799994401,counterfactual ignores that original fills occurred at different times and market states,,-1.4921992799994401,,1.4921992799994401,C,2026-04-10,high,
0.7358136105559332,36.94581318783999,-0.8396388121600147,-1.0876669999999997,Moscow|2026-04-10|high|C,5,0°C|1°C|2°C|3°C|4°C,Moscow,-1.823480610555933,59.28118092802801,True,counterfactual assumes all target shares could be filled at observed weighted average prices,3°C,-38.033480187839984,counterfactual ignores that original fills occurred at different times and market states,,-0.24802818783998504,,38.033480187839984,C,2026-04-10,high,4°C
,,,,Seoul|2026-04-10|high|C,4,,Seoul,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,4,,C,2026-04-10,high,
,,,,Busan|2026-04-11|high|C,2,,Busan,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-11,high,
38.005451285405414,-18.851267309189183,-5.13783011999999,73.82518400000001,London|2026-04-11|high|C,2,14°C|15°C,London,35.81973271459459,66.98387554259413,True,counterfactual assumes all target shares could be filled at observed weighted average prices,14°C,92.67645130918919,counterfactual ignores that original fills occurred at different times and market states,,78.96301412,,21.03698588,C,2026-04-11,high,14°C
15.324651351321794,15.324651351321794,15.324651351321794,-3.145416,Panama City|2026-04-11|high|C,2,29°C|30°C,Panama City,-18.470067351321795,-18.470067351321795,True,counterfactual assumes all target shares could be filled at observed weighted average prices,29°C,-18.470067351321795,counterfactual ignores that original fills occurred at different times and market states,,-18.470067351321795,,18.470067351321795,C,2026-04-11,high,
,,,,Seoul|2026-04-11|high|C,4,,Seoul,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,4,,C,2026-04-11,high,
,,,,Tokyo|2026-04-11|high|C,2,,Tokyo,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-11,high,
8.94239077254762,15.571329399928565,15.067289399928566,8.809812,Amsterdam|2026-04-12|high|C,2,14°C|15°C,Amsterdam,-0.1325787725476193,3.330299600096134,True,counterfactual assumes all target shares could be filled at observed weighted average prices,14°C,-6.761517399928564,counterfactual ignores that original fills occurred at different times and market states,,-6.257477399928564,,6.761517399928564,C,2026-04-12,high,15°C
,,,,Beijing|2026-04-12|high|C,4,,Beijing,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,4,,C,2026-04-12,high,
38.851039129755236,-20.887373930584857,6.340768190095332,68.44541799999999,Buenos Aires|2026-04-12|high|C,2,26°C|27°C,Buenos Aires,29.594378870244753,82.15043202141187,True,counterfactual assumes all target shares could be filled at observed weighted average prices,26°C,89.33279193058485,counterfactual ignores that original fills occurred at different times and market states,,62.10464980990466,,30.14403419009534,C,2026-04-12,high,26°C
2.167084572481466,-17.926179134491264,-1.0970917205458068,-3.774413000000001,London|2026-04-12|high|C,2,15°C|16°C,London,-5.941497572481467,13.301999774666626,True,counterfactual assumes all target shares could be filled at observed weighted average prices,15°C,14.151766134491261,counterfactual ignores that original fills occurred at different times and market states,,-2.677321279454194,,26.034761279454194,C,2026-04-12,high,15°C
,,,,Milan|2026-04-12|high|C,2,,Milan,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-12,high,
,,,,Moscow|2026-04-12|high|C,3,,Moscow,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,3,,C,2026-04-12,high,
,,,,Munich|2026-04-12|high|C,3,,Munich,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,3,,C,2026-04-12,high,
,,,,New York City|2026-04-12|high|F,3,,New York City,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,3,,F,2026-04-12,high,
,,,,Seoul|2026-04-12|high|C,8,,Seoul,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,8,,C,2026-04-12,high,
12.40487099844209,12.40487099844209,12.40487099844209,-5.9511330000000005,Shanghai|2026-04-12|high|C,2,18°C|19°C,Shanghai,-18.35600399844209,-18.35600399844209,True,counterfactual assumes all target shares could be filled at observed weighted average prices,18°C,-18.35600399844209,counterfactual ignores that original fills occurred at different times and market states,,-18.35600399844209,,18.35600399844209,C,2026-04-12,high,
,,,,Taipei|2026-04-12|high|C,2,,Taipei,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-12,high,
28.734037584337077,28.734037584337077,28.734037584337077,-4.5768939999999985,Buenos Aires|2026-04-13|high|C,2,26°C|27°C,Buenos Aires,-33.31093158433708,-33.31093158433708,True,counterfactual assumes all target shares could be filled at observed weighted average prices,26°C,-33.31093158433708,counterfactual ignores that original fills occurred at different times and market states,,-33.31093158433708,,33.31093158433708,C,2026-04-13,high,
48.26469448717755,-66.7303687254833,-9.453022300161606,110.67859,London|2026-04-13|high|C,2,12°C|13°C,London,62.41389551282245,114.77584246764806,True,counterfactual assumes all target shares could be filled at observed weighted average prices,13°C,177.4089587254833,counterfactual ignores that original fills occurred at different times and market states,,120.1316123001616,,52.5811676998384,C,2026-04-13,high,13°C
38.15567928708795,-24.55211489328915,-4.2218065325349485,33.00560099999999,Milan|2026-04-13|high|C,2,14°C|15°C,Milan,-5.150078287087958,36.36822822925565,True,counterfactual assumes all target shares could be filled at observed weighted average prices,15°C,57.55771589328914,counterfactual ignores that original fills occurred at different times and market states,,37.22740753253494,,67.85787246746506,C,2026-04-13,high,15°C
34.560743245874136,-236.10320856890675,-1.1500808467354489,74.38757799999999,Seoul|2026-04-13|high|C,3,20°C|21°C|22°C,Seoul,39.826834754125855,130.48551411105785,True,counterfactual assumes all target shares could be filled at observed weighted average prices,20°C,310.49078656890674,counterfactual ignores that original fills occurred at different times and market states,,75.53765884673544,,95.50514115326456,C,2026-04-13,high,20°C
31.08082374190221,31.08082374190221,31.08082374190221,-15.697979,Cape Town|2026-04-14|high|C,2,24°C|25°C,Cape Town,-46.77880274190221,-46.77880274190221,True,counterfactual assumes all target shares could be filled at observed weighted average prices,25°C,-46.77880274190221,counterfactual ignores that original fills occurred at different times and market states,,-46.77880274190221,,46.77880274190221,C,2026-04-14,high,
-69.6301981626662,107.08091048631505,-6.942729513684952,83.23004,Istanbul|2026-04-14|high|C,2,13°C|14°C,Istanbul,152.8602381626662,38.204622571330134,True,counterfactual assumes all target shares could be filled at observed weighted average prices,14°C,-23.850870486315046,counterfactual ignores that original fills occurred at different times and market states,,90.17276951368495,,23.850870486315046,C,2026-04-14,high,13°C
-35.79296994288,51.017500121119994,20.95450012112,22.370044999999998,London|2026-04-14|high|C,3,16°C|17°C|18°C,London,58.16301494288,15.574273833672581,True,counterfactual assumes all target shares could be filled at observed weighted average prices,16°C,-28.64745512112,counterfactual ignores that original fills occurred at different times and market states,,1.4155448788799987,,28.64745512112,C,2026-04-14,high,17°C
,,,,Moscow|2026-04-14|high|C,5,,Moscow,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,5,,C,2026-04-14,high,
,,,,Seoul|2026-04-14|high|C,2,,Seoul,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-14,high,
-1.8912054611411762,-1.8912054611411762,-1.8912054611411762,-46.053838,Tel Aviv|2026-04-14|high|C,3,26°C|27°C|28°C,Tel Aviv,-44.16263253885882,-44.16263253885882,True,counterfactual assumes all target shares could be filled at observed weighted average prices,27°C,-44.16263253885882,counterfactual ignores that original fills occurred at different times and market states,,-44.16263253885882,,44.16263253885882,C,2026-04-14,high,
-0.01944099970339641,-0.01944099970339641,-0.01944099970339641,-4.0078000000000005,Busan|2026-04-15|high|C,2,20°C|21°C,Busan,-3.988359000296604,-3.988359000296604,True,counterfactual assumes all target shares could be filled at observed weighted average prices,21°C,-3.988359000296604,counterfactual ignores that original fills occurred at different times and market states,,-3.988359000296604,,3.988359000296604,C,2026-04-15,high,
,,,,London|2026-04-15|high|C,2,,London,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-15,high,
-62.290194937637345,34.09507704596097,1.6440570459609738,31.364161000000003,London|2026-04-15|low|C,2,11°C|12°C,London,93.65435593763735,14.76919746160597,True,counterfactual assumes all target shares could be filled at observed weighted average prices,12°C,-2.7309160459609703,counterfactual ignores that original fills occurred at different times and market states,,29.72010395403903,,2.7309160459609703,C,2026-04-15,low,11°C
-5.592684050443907,-27.881888806218257,-8.046219294669557,8.324851,Moscow|2026-04-15|high|C,2,10°C|11°C,Moscow,13.917535050443908,22.35619280196544,True,counterfactual assumes all target shares could be filled at observed weighted average prices,10°C,36.20673980621826,counterfactual ignores that original fills occurred at different times and market states,,16.371070294669558,,8.371669705330445,C,2026-04-15,high,10°C
9.494228999999999,9.494228999999999,9.494228999999999,-4.7546610000000005,New York City|2026-04-15|high|F,2,between 88-89°F|between 90-91°F,New York City,-14.24889,-14.24889,True,counterfactual assumes all target shares could be filled at observed weighted average prices,between 88-89°F,-14.24889,counterfactual ignores that original fills occurred at different times and market states,,-14.24889,,14.24889,F,2026-04-15,high,
-1.130736956030379,-1.130736956030379,-1.130736956030379,-23.799267,Seoul|2026-04-15|high|C,3,16°C|17°C|18°C,Seoul,-22.66853004396962,-22.66853004396962,True,counterfactual assumes all target shares could be filled at observed weighted average prices,18°C,-22.66853004396962,counterfactual ignores that original fills occurred at different times and market states,,-22.66853004396962,,22.66853004396962,C,2026-04-15,high,
26.08009521495012,-25.688794366421007,-1.997502389707094,-4.6820710000000005,Seoul|2026-04-15|low|C,5,9°C|10°C|11°C|12°C|13°C,Seoul,-30.76216621495012,4.638220380579561,True,counterfactual assumes all target shares could be filled at observed weighted average prices,10°C,21.006723366421006,counterfactual ignores that original fills occurred at different times and market states,,-2.6845686102929065,,43.7043886102929,C,2026-04-15,low,10°C
,,,,Tokyo|2026-04-15|high|C,2,,Tokyo,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-15,high,
4.0222535583333325,-167.24672477500002,-1.0432572749999878,71.6735,Tokyo|2026-04-15|low|C,3,14°C|15°C|16°C,Tokyo,67.65124644166667,72.68095049405721,True,counterfactual assumes all target shares could be filled at observed weighted average prices,15°C,238.92022477500004,counterfactual ignores that original fills occurred at different times and market states,,72.71675727499999,,17.983242725000004,C,2026-04-15,low,15°C
,,,,Buenos Aires|2026-04-16|high|C,2,,Buenos Aires,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-16,high,
,,,,Lagos|2026-04-16|high|C,2,,Lagos,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-16,high,
-80.76558802286013,-382.45492162929895,-175.53714121964074,24.716888000000004,London|2026-04-16|high|C,3,18°C|19°C|20°C,London,105.48247602286014,293.09682186252155,True,counterfactual assumes all target shares could be filled at observed weighted average prices,18°C,407.17180962929893,counterfactual ignores that original fills occurred at different times and market states,,200.25402921964076,,45.36219078035925,C,2026-04-16,high,18°C
2.2719329965673185,2.2719329965673185,2.2719329965673185,-3.55852,Moscow|2026-04-16|high|C,2,9°C|10°C,Moscow,-5.830452996567319,-5.830452996567319,True,counterfactual assumes all target shares could be filled at observed weighted average prices,9°C,-5.830452996567319,counterfactual ignores that original fills occurred at different times and market states,,-5.830452996567319,,5.830452996567319,C,2026-04-16,high,
30.231407477257125,-40.28431855184242,-0.9783505130430292,12.448445000000003,Paris|2026-04-16|high|C,4,19°C|20°C|21°C|22°C,Paris,-17.782962477257122,38.34322415634671,True,counterfactual assumes all target shares could be filled at observed weighted average prices,19°C,52.732763551842424,counterfactual ignores that original fills occurred at different times and market states,,13.426795513043032,,41.28820448695697,C,2026-04-16,high,19°C
,,,,Sao Paulo|2026-04-16|high|C,2,,Sao Paulo,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-16,high,
29.7817520096618,-136.84017298027382,-3.5963230004025775,189.7388,Wuhan|2026-04-16|high|C,2,22°C|23°C,Wuhan,159.9570479903382,26.659505526923184,True,counterfactual assumes all target shares could be filled at observed weighted average prices,23°C,326.5789729802738,counterfactual ignores that original fills occurred at different times and market states,,193.33512300040258,,6.664876999597425,C,2026-04-16,high,23°C
6.969919000000004,6.969919000000004,6.969919000000004,-45.086169,Beijing|2026-04-17|high|C,2,23°C|24°C,Beijing,-52.056088,-52.056088,True,counterfactual assumes all target shares could be filled at observed weighted average prices,23°C,-52.056088,counterfactual ignores that original fills occurred at different times and market states,,-52.056088,,52.056088,C,2026-04-17,high,
8.260430855408003,8.260430855408003,8.260430855408003,-30.114067,Buenos Aires|2026-04-17|high|C,2,26°C|27°C,Buenos Aires,-38.374497855408,-38.374497855408,True,counterfactual assumes all target shares could be filled at observed weighted average prices,26°C,-38.374497855408,counterfactual ignores that original fills occurred at different times and market states,,-38.374497855408,,38.374497855408,C,2026-04-17,high,
7.211916002903099,7.211916002903099,7.211916002903099,-30.983501999999998,London|2026-04-17|high|C,2,19°C|20°C,London,-38.1954180029031,-38.1954180029031,True,counterfactual assumes all target shares could be filled at observed weighted average prices,19°C,-38.1954180029031,counterfactual ignores that original fills occurred at different times and market states,,-38.1954180029031,,38.1954180029031,C,2026-04-17,high,
75.39655093338342,-72.66310408948914,-14.73316155518031,59.005126999999995,Tel Aviv|2026-04-17|high|C,3,31°C|32°C|33°C,Tel Aviv,-16.39142393338342,87.74864566872125,True,counterfactual assumes all target shares could be filled at observed weighted average prices,33°C,131.66823108948913,counterfactual ignores that original fills occurred at different times and market states,,73.7382885551803,,90.42125144481969,C,2026-04-17,high,33°C
18.097283743341414,18.097283743341414,18.097283743341414,-25.340448000000002,Tokyo|2026-04-17|high|C,3,18°C|19°C|20°C,Tokyo,-43.437731743341416,-43.437731743341416,True,counterfactual assumes all target shares could be filled at observed weighted average prices,19°C,-43.437731743341416,counterfactual ignores that original fills occurred at different times and market states,,-43.437731743341416,,43.437731743341416,C,2026-04-17,high,
24.916281700466378,-30.080439220015123,-7.8041773790521205,35.182179000000005,Wellington|2026-04-17|high|C,2,17°C|18°C,Wellington,10.265897299533627,29.367549111174597,True,counterfactual assumes all target shares could be filled at observed weighted average prices,18°C,65.26261822001513,counterfactual ignores that original fills occurred at different times and market states,,42.986356379052125,,44.730823620947874,C,2026-04-17,high,18°C
-0.07705196693615601,-0.07705196693615601,-0.07705196693615601,-3.205362,Amsterdam|2026-04-18|high|C,2,15°C|16°C,Amsterdam,-3.128310033063844,-3.128310033063844,True,counterfactual assumes all target shares could be filled at observed weighted average prices,15°C,-3.128310033063844,counterfactual ignores that original fills occurred at different times and market states,,-3.128310033063844,,3.128310033063844,C,2026-04-18,high,
85.92454547747975,-55.93570791104665,-28.826450133993802,163.53234,Buenos Aires|2026-04-18|high|C,2,28°C|29°C,Buenos Aires,77.60779452252025,193.18359456584142,True,counterfactual assumes all target shares could be filled at observed weighted average prices,28°C,219.46804791104665,counterfactual ignores that original fills occurred at different times and market states,,192.3587901339938,,64.25245886600617,C,2026-04-18,high,28°C
-203.47212384762673,-450.10766469527636,-243.12158299997705,8.322577,London|2026-04-18|high|C,2,16°C|17°C,London,211.79470084762673,106.47689149550519,True,counterfactual assumes all target shares could be filled at observed weighted average prices,16°C,458.4302416952764,counterfactual ignores that original fills occurred at different times and market states,,251.44415999997705,,34.84084000002292,C,2026-04-18,high,16°C
4.208157235294124,-49.90455452941175,2.3838690000000042,39.922547,Madrid|2026-04-18|high|C,2,28°C|29°C,Madrid,35.71438976470588,69.21273514285713,True,counterfactual assumes all target shares could be filled at observed weighted average prices,28°C,89.82710152941175,counterfactual ignores that original fills occurred at different times and market states,,37.538678,,18.398322,C,2026-04-18,high,28°C
-0.017882719999999352,-0.017882719999999352,-0.017882719999999352,-8.447716,Milan|2026-04-18|high|C,2,26°C|27°C,Milan,-8.42983328,-8.42983328,True,counterfactual assumes all target shares could be filled at observed weighted average prices,26°C,-8.42983328,counterfactual ignores that original fills occurred at different times and market states,,-8.42983328,,8.42983328,C,2026-04-18,high,
,,,,Munich|2026-04-18|high|C,2,,Munich,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-18,high,
42.94976345065826,42.94976345065826,42.94976345065826,-61.585321,New York City|2026-04-18|high|F,5,between 62-63°F|between 64-65°F|between 66-67°F|between 68-69°F|between 70-71°F,New York City,-104.53508445065826,-104.53508445065826,True,counterfactual assumes all target shares could be filled at observed weighted average prices,between 62-63°F,-104.53508445065826,counterfactual ignores that original fills occurred at different times and market states,,-104.53508445065826,,104.53508445065826,F,2026-04-18,high,
89.4533880620505,-35.44640523453572,-5.726715289656397,123.96391599999998,Sao Paulo|2026-04-18|high|C,3,30°C|31°C|32°C,Sao Paulo,34.5105279379495,143.33171253893715,True,counterfactual assumes all target shares could be filled at observed weighted average prices,30°C,159.4103212345357,counterfactual ignores that original fills occurred at different times and market states,,129.69063128965638,,27.939368710343608,C,2026-04-18,high,30°C
31.868858,31.868858,31.868858,25.515857999999998,Toronto|2026-04-18|high|C,2,18°C|19°C,Toronto,-6.353000000000001,-6.353000000000001,True,counterfactual assumes all target shares could be filled at observed weighted average prices,18°C,-6.353000000000001,counterfactual ignores that original fills occurred at different times and market states,,-6.353000000000001,,6.353000000000001,C,2026-04-18,high,
,,,,Wuhan|2026-04-18|high|C,2,,Wuhan,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-18,high,
26.986669362479745,-121.46299814661623,1.0033368715757263,99.809706,Buenos Aires|2026-04-19|high|C,2,26°C|27°C,Buenos Aires,72.82303663752026,118.2613010365952,True,counterfactual assumes all target shares could be filled at observed weighted average prices,26°C,221.27270414661623,counterfactual ignores that original fills occurred at different times and market states,,98.80636912842428,,75.62663087157571,C,2026-04-19,high,26°C
,,,,Busan|2026-04-19|high|C,2,,Busan,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-19,high,
,,,,Chongqing|2026-04-19|high|C,2,,Chongqing,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-19,high,
,,,,Dallas|2026-04-19|high|F,2,,Dallas,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,F,2026-04-19,high,
-60.18441499234031,82.81153499914892,-17.18846500085108,68.51194,Moscow|2026-04-19|high|C,2,4°C|5°C,Moscow,128.6963549923403,77.82099629974829,True,counterfactual assumes all target shares could be filled at observed weighted average prices,5°C,-14.299594999148924,counterfactual ignores that original fills occurred at different times and market states,,85.70040500085108,,14.299594999148924,C,2026-04-19,high,4°C
6.713139766262136,38.48403985493413,-0.3543801450658659,12.815579000000001,Munich|2026-04-19|high|C,3,17°C|18°C|19°C,Munich,6.102439233737865,37.040170004031005,True,counterfactual assumes all target shares could be filled at observed weighted average prices,18°C,-25.668460854934132,counterfactual ignores that original fills occurred at different times and market states,,13.169959145065867,,25.668460854934132,C,2026-04-19,high,17°C
-25.883089497934133,-117.06355199586827,-73.99622700000002,30.362628000000004,Paris|2026-04-19|high|C,2,18°C|19°C,Paris,56.24571749793414,73.70358207464749,True,counterfactual assumes all target shares could be filled at observed weighted average prices,18°C,147.42617999586827,counterfactual ignores that original fills occurred at different times and market states,,104.35885500000002,,34.93474499999998,C,2026-04-19,high,18°C
-0.4534579495577944,-0.4534579495577944,-0.4534579495577944,-16.716575999999996,Sao Paulo|2026-04-19|high|C,2,29°C|30°C,Sao Paulo,-16.263118050442202,-16.263118050442202,True,counterfactual assumes all target shares could be filled at observed weighted average prices,29°C,-16.263118050442202,counterfactual ignores that original fills occurred at different times and market states,,-16.263118050442202,,16.263118050442202,C,2026-04-19,high,
-1.011471499999999,-1.011471499999999,-1.011471499999999,-51.895522,Seoul|2026-04-19|high|C,5,19°C|20°C|21°C|22°C|23°C,Seoul,-50.8840505,-50.8840505,True,counterfactual assumes all target shares could be filled at observed weighted average prices,22°C,-50.8840505,counterfactual ignores that original fills occurred at different times and market states,,-50.8840505,,50.8840505,C,2026-04-19,high,
-0.7961089847619056,17.063065920000003,0.24770592000000358,2.061359,Beijing|2026-04-20|high|C,3,24°C|25°C|26°C,Beijing,2.8574679847619056,35.70407814307828,True,counterfactual assumes all target shares could be filled at observed weighted average prices,25°C,-15.001706920000002,counterfactual ignores that original fills occurred at different times and market states,,1.8136530799999964,,15.001706920000002,C,2026-04-20,high,24°C
,,,,Buenos Aires|2026-04-20|high|C,4,,Buenos Aires,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,4,,C,2026-04-20,high,
9.730668694786798,9.730668694786798,9.730668694786798,-4.929137000000001,Dallas|2026-04-20|high|F,2,between 72-73°F|between 74-75°F,Dallas,-14.6598056947868,-14.6598056947868,True,counterfactual assumes all target shares could be filled at observed weighted average prices,between 72-73°F,-14.6598056947868,counterfactual ignores that original fills occurred at different times and market states,,-14.6598056947868,,14.6598056947868,F,2026-04-20,high,
,,,,Munich|2026-04-20|high|C,2,,Munich,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-20,high,
,,,,Sao Paulo|2026-04-20|high|C,2,,Sao Paulo,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-20,high,
-0.2329633620968039,-0.2329633620968039,-0.2329633620968039,-20.914892,Seoul|2026-04-20|high|C,2,12°C|13°C,Seoul,-20.681928637903194,-20.681928637903194,True,counterfactual assumes all target shares could be filled at observed weighted average prices,13°C,-20.681928637903194,counterfactual ignores that original fills occurred at different times and market states,,-20.681928637903194,,20.681928637903194,C,2026-04-20,high,
,,,,Warsaw|2026-04-20|high|C,2,,Warsaw,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-20,high,
13.455756199999998,13.455756199999998,13.455756199999998,-8.198078,Ankara|2026-04-21|high|C,2,18°C|19°C,Ankara,-21.6538342,-21.6538342,True,counterfactual assumes all target shares could be filled at observed weighted average prices,18°C,-21.6538342,counterfactual ignores that original fills occurred at different times and market states,,-21.6538342,,21.6538342,C,2026-04-21,high,
43.58355840119596,43.58355840119596,43.58355840119596,-4.247843999999998,Buenos Aires|2026-04-21|high|C,4,19°C|20°C|21°C|22°C,Buenos Aires,-47.83140240119596,-47.83140240119596,True,counterfactual assumes all target shares could be filled at observed weighted average prices,21°C,-47.83140240119596,counterfactual ignores that original fills occurred at different times and market states,,-47.83140240119596,,47.83140240119596,C,2026-04-21,high,
,,,,Busan|2026-04-21|high|C,2,,Busan,,,False,,,,,requires at least two settled adjacent non-overlapping exact/range YES buckets,,2,,C,2026-04-21,high,
2.8328387381625078,-41.67450677649332,-7.446695747181664,24.404235999999997,Chengdu|2026-04-21|high|C,2,21°C|22°C,Chengdu,21.57139726183749,58.02001889872815,True,counterfactual assumes all target shares could be filled at observed weighted average prices,21°C,66.07874277649331,counterfactual ignores that original fills occurred at different times and market states,,31.85093174718166,,22.935948252818335,C,2026-04-21,high,21°C
-0.05805773999999975,-0.05805773999999975,-0.05805773999999975,-3.549435,London|2026-04-21|high|C,2,11°C|12°C,London,-3.49137726,-3.49137726,True,counterfactual assumes all target shares could be filled at observed weighted average prices,12°C,-3.49137726,counterfactual ignores that original fills occurred at different times and market states,,-3.49137726,,3.49137726,C,2026-04-21,high,
